Date,Water Station P.17 [m³/s] ,Water Station N.67 [m³/s] ,Water Station C.13 [m³/s] ,Rainfall TCP004 (mm),Rainfall CPY010 (mm),Rainfall 48415 (mm),Rainfall LBI001 (mm),Min_Temp,Max_Temp,relative humidity (%),Water Station C.29A (Target),State
11/8/2021,23,162,70,0,0,0,6.2,25.2,32.5,82.24,81,Normal
12/8/2021,29,154,70,0,0,0,3,25.5,32.8,80.81,78,Normal
13/8/2021,35,138,70,9.2,3.8,8.6,7.2,24.9,33.6,81.66,76,Normal
14/8/2021,35,118,70,0,0,0,1.6,25.5,32.7,83.55,74,Normal
15/8/2021,40,108,60,8.6,6.4,23.8,13.6,24.6,31.3,83.58,73,Normal
16/8/2021,52,110,60,0,0,0.6,1.4,25.5,32.2,83.94,70,Normal
17/8/2021,62,123,60,0,0,0,1.4,25,34.9,76.81,69,Normal
18/8/2021,100,138,60,0,0,0,2.6,26.4,35.7,73.56,66,Normal
19/8/2021,87,148,70,0,0,0,1.8,26.9,36.8,72.50,64,Normal
20/8/2021,66,149,60,0,0,0,3.8,27.4,36,76.85,62,Normal
21/8/2021,54,161,60,3.6,27.4,0,18.8,25.8,33.2,82.73,61,Normal
22/8/2021,53,186,60,0,0,0,1.4,26.8,35.9,77.35,60,Normal
23/8/2021,49,193,60,0,2.4,56.4,15.2,23.6,35.7,75.13,61,Normal
24/8/2021,45,184,60,0,2.8,0,3.6,25,35.1,80.62,60,Normal
25/8/2021,41,176,60,35.4,52.2,0.4,28.6,25,33.2,84.54,59,Normal
26/8/2021,37,171,60,73.6,45.4,10,56,24,32.9,86.83,59,Normal
27/8/2021,36,150,60,0,0.6,0,7.4,24,30.8,88.38,60,Normal
28/8/2021,53,138,50,2.6,2,57.8,6.6,24.7,31.8,84.35,60,Normal
29/8/2021,90,142,50,0,0.2,0,3,24.7,33.2,85.00,60,Normal
30/8/2021,142,185,50,0.2,0,0,3.2,27,34.2,84.45,59,Normal
31/8/2021,,,,1.8,,2.4,3,26.2,32.3,88.56,,Normal
1/9/2021,479,281,60,3.6,29.6,0,5.6,25.5,33.1,89.00,60,Normal
2/9/2021,343,310,110,0,0.8,2.8,2.4,25.5,34.1,84.44,72,Normal
3/9/2021,307,329,205,0,0,0,2.2,26.1,31.5,82.92,74,Normal
4/9/2021,367,354,494,14.2,7.2,32.4,9.4,25.1,32.1,81.15,86,Normal
5/9/2021,402,381,563,0,0,1,1.8,25.9,32.4,82.54,129,Normal
6/9/2021,466,405,633,1.8,0.4,5,8.6,26.2,35,80.20,194,Normal
7/9/2021,421,415,700,10.6,11.2,75.6,24.6,25.1,33.9,88.55,291,Normal
8/9/2021,334,399,751,0,5.2,0.8,4.8,25.3,35.1,88.28,452,Normal
9/9/2021,304,365,751,4.6,0,0.4,2.8,25.5,32.1,86.52,632,Normal
10/9/2021,264,383,626,2.8,0,0,2.6,25.9,31.9,86.70,681,Normal
11/9/2021,272,439,611,0,0,0,1.4,25.7,31.2,84.58,718,Normal
12/9/2021,840,610,850,0,0,0,2.4,26.3,34.5,76.22,727,Normal
13/9/2021,922,787,1199,0,0,0,2.2,26.1,36.3,73.16,688,Normal
14/9/2021,786,875,1321,4.4,2.2,0,2.8,26.7,33.8,80.55,752,Normal
15/9/2021,662,884,1423,5.2,3,0,1.2,26.8,31.1,88.93,863,Normal
16/9/2021,563,853,1338,0.6,1.4,2.2,7.6,25.9,31.7,86.50,1125,Normal
17/9/2021,509,811,1287,0,0,0,1.2,26.1,34.4,79.56,1285,Normal
18/9/2021,622,804,1285,39.8,3.4,0,1.6,26.4,36.2,80.28,1324,Normal
19/9/2021,726,833,1350,27.2,0.8,39.4,3.4,25.7,33.2,87.51,1425,Normal
20/9/2021,790,869,1400,13.4,4.6,31.6,8.6,25.2,31.9,85.71,1480,Normal
21/9/2021,752,895,1481,14,51.2,4.6,13.4,24.6,31.8,89.03,1547,Normal
22/9/2021,673,928,1610,18.4,22.4,11.8,23.8,25.1,30.7,91.06,1654,Normal
23/9/2021,882,936,1749,41.6,9.6,1,12.4,25.1,33.7,84.97,1637,Normal
24/9/2021,1059,963,1951,23,7.2,15.8,10.2,25.4,34.3,87.95,1764,Normal
25/9/2021,1070,987,2072,45.2,27.6,76.6,42.2,24.6,26.4,94.47,1786,Normal
26/9/2021,,,,0.6,0.2,0,4.6,24.4,31,88.34,,Normal
27/9/2021,1329,1150,2500,28.2,12.8,7.6,46,24.5,34.1,85.46,2127,Normal
28/9/2021,1656,1226,2631,0,0.2,44,8.8,26,34.9,87.38,2311,Normal
29/9/2021,1729,1245,2749,11,24.8,46.8,2,25.9,38,77.73,2561,Flood Risk
30/9/2021,1312,1263,2775,0,,0,0.2,25.6,36.6,83.44,2873,Flood Risk
1/10/2021,1065,1270,2784,0,0,0,1,27.3,36,81.21,2950,Flood Risk
2/10/2021,873,1280,2766,3.6,6.2,48.2,16,25.5,34.1,81.96,3010,Flood Risk
3/10/2021,757,1288,2784,4.2,0,0,0.2,24.9,36.8,82.55,3052,Flood Risk
4/10/2021,695,1298,2771,0,0,0,0.8,25.9,36.1,80.80,3091,Flood Risk
5/10/2021,581,1298,2788,17.4,20.2,42,20.6,26.3,38,77.19,3088,Flood Risk
6/10/2021,460,1293,2749,2,0,75.8,6.2,25.1,32.6,89.78,3104,Flood Risk
7/10/2021,390,1288,2698,0,0,0,0.8,26.5,35.6,79.80,3069,Flood Risk
8/10/2021,369,1270,2602,0,0,0,1,27.6,36.3,82.16,3014,Flood Risk
9/10/2021,346,1255,2577,0,0,0,0.4,27.6,33,83.32,2910,Flood Risk
10/10/2021,272,1218,2545,0,0.4,0,0.2,26.8,34.1,78.43,2960,Flood Risk
11/10/2021,225,1180,2520,0,0,0,0.8,27.2,31.8,79.82,2963,Flood Risk
12/10/2021,196,1157,2428,2.2,2.4,136,4.6,25.7,35.6,81.80,2817,Flood Risk
13/10/2021,219,1150,2345,6,16.2,0,8.8,26.5,32.7,82.51,2820,Flood Risk
14/10/2021,346,1159,2291,14.2,0.8,36.8,5.4,26.6,33.1,82.23,2742,Flood Risk
15/10/2021,362,1173,2380,6,1.6,23.6,12.8,25.3,32.3,88.78,2560,Flood Risk
16/10/2021,336,1180,2504,5.2,16.6,10.8,29.4,23.9,32.1,87.02,2646,Flood Risk
17/10/2021,420,1185,2545,21.4,15,12.4,13,23.6,29.4,85.48,2724,Flood Risk
18/10/2021,777,1187,2545,1.4,0.2,0,0.8,23.2,28.6,86.13,2827,Flood Risk
19/10/2021,1099,1228,2673,0,0,0,0.4,24.9,31.2,85.14,2923,Flood Risk
20/10/2021,845,1258,2766,0.6,10.4,0,37.4,26.4,35.5,81.40,3051,Flood Risk
21/10/2021,806,1270,2771,0,0,0,0.8,24.1,33.4,85.75,3103,Flood Risk
22/10/2021,677,1270,2758,0.2,0.2,27.4,3,25.6,32.6,85.48,3156,Flood Risk
23/10/2021,610,1255,2766,5.2,15,0.02,9,25.3,32.7,86.02,3165,Flood Risk
24/10/2021,548,1250,2766,0,0,0,0,25.4,34,75.19,3252,Flood Risk
25/10/2021,543,1250,2698,0,0,0,0.8,25.6,34.3,69.90,3204,Flood Risk
26/10/2021,473,1258,2639,0,0,0,1.2,25.7,35.9,69.89,3157,Flood Risk
27/10/2021,390,1255,2577,0,0,0,0.8,26,34.1,73.25,3108,Flood Risk
28/10/2021,340,1240,2488,1.8,1.6,65.6,8.6,25.8,29.3,81.84,3028,Flood Risk
29/10/2021,301,1221,2424,0.4,3.8,0,14,24.4,32.1,88.76,2924,Flood Risk
30/10/2021,277,1197,2357,0,0.8,43,1.4,26.1,36.5,84.53,2890,Flood Risk
31/10/2021,318,1180,2299,1.4,,21.4,21.8,25.4,34.5,87.44,2797,Flood Risk
1/11/2021,436,1173,2257,0,0.4,4.6,0.8,26.3,35.4,86.97,2679,Flood Risk
2/11/2021,405,1173,2261,2.2,1.8,4,7.6,25.2,34.3,82.83,2643,Flood Risk
3/11/2021,409,1180,2264,2.8,0.2,0,3,25.6,33.5,82.22,2609,Flood Risk
4/11/2021,383,1178,2246,0,0,0,0.8,27.5,35.6,78.70,2620,Flood Risk
5/11/2021,478,1171,2219,0,0,0,0.4,26.9,36.8,75.11,2628,Flood Risk
6/11/2021,362,1157,2182,0,0,21.6,1.6,27.6,34.2,82.10,2586,Flood Risk
7/11/2021,287,1129,2137,0,0,31.8,1,26.8,36.4,79.23,2549,Flood Risk
8/11/2021,238,1105,2036,0,0,0,0.4,27.4,33.8,78.59,2524,Flood Risk
9/11/2021,219,1069,1941,0,0,0,1.4,26.4,33.5,72.76,2489,Normal
10/11/2021,236,1027,1889,0,0,0,2,25.4,32.6,70.95,2410,Normal
11/11/2021,207,973,1822,0,0,0,0.4,24.7,34.4,70.00,2277,Normal
12/11/2021,165,913,1691,0,0,0,1,26,32.5,72.67,2147,Normal
13/11/2021,137,860,1597,0,0,0,1.8,25.9,29.4,73.42,2014,Normal
14/11/2021,117,807,1454,0,0,0,1.2,25.6,31.4,74.03,1792,Normal
15/11/2021,103,748,1333,0,0,0,0.8,26.2,34.9,70.34,1651,Normal
16/11/2021,94,704,1259,0,0,0,5.8,26.7,33.5,78.33,1553,Normal
17/11/2021,84,662,1108,0,1,0,6.2,26.5,36.6,79.75,1374,Normal
18/11/2021,79,626,991,0,0,0,0.6,27.6,34.8,76.26,1215,Normal
19/11/2021,69,604,930,0,0,5.8,1,26.9,35.6,75.94,1097,Normal
20/11/2021,74,573,857,0,0,0,1.6,27.8,36.4,79.37,1066,Normal
21/11/2021,66,545,734,0,0,0,2.2,27.4,34.7,81.26,1023,Normal
22/11/2021,72,508,674,0,0,12.2,1.2,26.9,36.8,76.10,926,Normal
23/11/2021,61,476,625,13.6,7,5,8,24.2,29.5,81.86,847,Normal
24/11/2021,51,454,526,0,0,0,1,24.1,33.6,72.81,795,Normal
25/11/2021,47,442,470,0,,0,0,24.3,34.2,69.82,686,Normal
26/11/2021,44,410,391,0,,0,0,24.5,32.9,71.32,607,Normal
27/11/2021,40,380,312,0,0,0,0.2,23.5,32.3,67.76,534,Normal
28/11/2021,39,370,288,0,0,0,0.2,24,34.6,65.46,483,Normal
29/11/2021,37,352,216,0,0,0,0.8,24.3,34.5,67.41,415,Normal
30/11/2021,35,329,195,0,,0,0,25.9,29.8,66.30,388,Normal
1/12/2021,32,306,177,0,0,0,0.8,24.3,29.8,60.98,365,Normal
2/12/2021,31,277,173,0,0,0,1,22.8,29.1,65.25,352,Normal
3/12/2021,39,261,124,0,0,0,1,22,31.4,62.66,338,Normal
4/12/2021,42,241,119,0,0,0,1,20.6,30.3,60.60,286,Normal
5/12/2021,44,220,114,0,0,0,0.6,20.1,30.8,57.78,257,Normal
6/12/2021,43,195,106,0,0,0,2.2,20.2,32.1,61.75,251,Normal
7/12/2021,39,174,92,0,0,0,1.4,21.6,33.4,59.45,214,Normal
8/12/2021,41,169,80,0,0,0,0.6,21.5,32,60.08,182,Normal
9/12/2021,50,173,75,0,0,0,1.8,23.5,32.7,67.65,169,Normal
10/12/2021,61,170,75,0,0,0,0.8,24.2,33.8,69.35,158,Normal
11/12/2021,61,157,75,0,0,0,0.6,23.6,35.6,66.78,127,Normal
12/12/2021,75,150,75,0,0,0,1.2,22.9,33.8,66.51,105,Normal
13/12/2021,66,150,75,0,0,0,0.6,24.2,32.9,63.84,98,Normal
14/12/2021,91,151,75,0,0,0,1.2,23.1,33.3,65.96,126,Normal
15/12/2021,104,151,75,0,0,0,0.4,22.6,35.6,68.16,121,Normal
16/12/2021,107,140,75,0,0,0,0.8,22.9,36.7,68.23,129,Normal
17/12/2021,113,135,75,0,0,0,1,23.4,35.8,67.73,138,Normal
18/12/2021,107,130,85,0,0,0,0.6,25.9,33.9,60.50,145,Normal
19/12/2021,106,124,85,0,0,0,1.4,22.3,31.7,62.49,142,Normal
20/12/2021,106,122,85,0,0,0,0.2,21.3,31.9,65.79,146,Normal
21/12/2021,95,122,85,0,0,0,1.2,21.7,33.5,68.32,123,Normal
22/12/2021,93,120,85,0,0,0,1.6,21.6,35.3,68.73,115,Normal
23/12/2021,103,118,85,0,0,0,1.2,22.1,34.4,67.73,136,Normal
24/12/2021,104,115,85,0,0,0,0.8,24.4,34.2,76.28,130,Normal
25/12/2021,104,114,85,0,3,0,1.6,25,34.3,76.26,123,Normal
26/12/2021,109,113,85,0,0,0,1.2,24.4,35.2,74.00,119,Normal
27/12/2021,100,112,85,0,0,0,1,25,35.3,68.46,115,Normal
28/12/2021,120,112,85,0,0,0,0.6,23.6,34.5,65.17,118,Normal
29/12/2021,133,112,85,0,0,0,0.2,25.3,32.8,67.16,114,Normal
30/12/2021,137,120,85,0,0,0,0.6,25,32.9,69.23,109,Normal
31/12/2021,187,116,85,0,,0,0,23.6,32.9,67.97,112,Normal
1/1/2022,207,120,85,0,0,0,0,22.3,33,66.44,124,Normal
2/1/2022,211,122,85,0,0,0,0.6,22.7,34.4,65.71,126,Normal
3/1/2022,193,122,85,0,0,0,0.2,23.1,33.7,68.73,129,Normal
4/1/2022,196,119,85,0,0,0,1.2,24.2,35.4,69.27,136,Normal
5/1/2022,156,118,85,0,0,0,1.4,23.4,36.6,67.55,140,Normal
6/1/2022,149,114,85,0,0,0,2,22.1,36.8,68.91,144,Normal
7/1/2022,156,110,85,0,0,0,0.8,23.2,35.9,69.19,129,Normal
8/1/2022,139,109,85,0,0,0,0.8,24.5,36.8,67.03,119,Normal
9/1/2022,139,110,85,0,0,0,0.6,22.6,37.3,68.73,116,Normal
10/1/2022,139,115,85,0,0,0,1.8,22.8,35.6,70.72,112,Normal
11/1/2022,133,120,85,0,0,0,0.8,22.8,35.7,70.18,110,Normal
12/1/2022,122,118,85,0,0,0,2,23.8,34.6,72.81,112,Normal
13/1/2022,133,114,85,0,0,0,1,24.1,35.2,69.87,109,Normal
14/1/2022,115,111,85,0,0,0,1.2,23.6,33.1,72.36,110,Normal
15/1/2022,138,110,85,0,0,0,1,23,34,70.23,108,Normal
16/1/2022,138,112,85,0,0,0,0.4,23.4,34.3,75.08,110,Normal
17/1/2022,142,109,85,0,0,0,0.4,23.8,36,70.75,108,Normal
18/1/2022,151,104,85,0,0,0,1.6,23.7,35.6,68.57,118,Normal
19/1/2022,163,103,85,0,0,0,0.8,23.5,35.5,65.26,123,Normal
20/1/2022,175,104,85,0,0,2.9,1.2,23.1,32.8,70.28,121,Normal
21/1/2022,178,111,85,0.6,0,7.2,7.2,24.9,31.5,77.53,126,Normal
22/1/2022,161,113,85,0,0,8,2,24,30.7,80.13,125,Normal
23/1/2022,155,113,85,0,0,0,2,23.7,34.4,76.57,112,Normal
24/1/2022,184,114,85,0,0,0,0.6,23.7,36.5,71.79,110,Normal
25/1/2022,158,119,85,0,0,0,1,23,36,69.29,110,Normal
26/1/2022,155,124,85,0,0,0,0.6,23.7,36.5,73.10,111,Normal
27/1/2022,150,112,85,0,0,0,0.8,25,35.9,79.39,108,Normal
28/1/2022,142,110,85,0,0,0,0.8,25.3,35.6,77.81,105,Normal
29/1/2022,140,109,85,0,0,0,1.8,25.2,35.6,77.28,105,Normal
30/1/2022,135,110,85,0,0,0,1.6,25.3,34.5,73.29,113,Normal
31/1/2022,135,103,85,0,,0,0,23.7,33.6,75.46,122,Normal
1/2/2022,133,100,85,0,,0.01,0,25.3,33.3,79.36,124,Normal
2/2/2022,142,106,85,0,0,2.4,0.6,26.7,33.2,71.20,125,Normal
3/2/2022,142,106,85,0.4,0,0,7.8,25.4,33.6,78.06,125,Normal
4/2/2022,158,102,85,0,10.2,0.01,3.4,26.1,33.4,82.31,126,Normal
5/2/2022,172,98,85,0,0,0,1.4,25.2,34,71.19,114,Normal
6/2/2022,175,107,85,0,0,0,1.2,23.6,34.1,69.46,108,Normal
7/2/2022,191,109,85,0,0,0,1.4,24.9,35.6,72.49,106,Normal
8/2/2022,172,111,85,0,0,0,3.2,24.6,35.3,77.02,106,Normal
9/2/2022,145,111,85,0,0,0,1.6,26.1,34.5,79.56,104,Normal
10/2/2022,142,107,85,0,0,0,4.2,26.1,34.3,81.61,104,Normal
11/2/2022,135,108,85,0,0,0,1.6,25.8,35,80.84,104,Normal
12/2/2022,138,111,85,0,0,47.2,1.6,25.3,33.4,83.27,102,Normal
13/2/2022,131,110,85,0,0,0,0.6,24.8,34.4,80.30,122,Normal
14/2/2022,163,110,85,0,0,8.1,3.2,25.4,34.7,80.16,126,Normal
15/2/2022,140,111,85,0,0,0,1,24.7,30.9,81.42,129,Normal
16/2/2022,140,113,85,2.8,1.4,0.2,2.4,24.4,30.9,85.18,132,Normal
17/2/2022,204,113,85,34.2,3.6,2.8,3.2,24.5,29.9,90.54,130,Normal
18/2/2022,282,121,85,0,18.4,0,5.2,24.4,32.6,88.86,134,Normal
19/2/2022,281,132,85,0,0,0,1.6,25.8,33.3,83.03,132,Normal
20/2/2022,219,131,85,0,0,0,0.6,25.9,32.4,83.25,116,Normal
21/2/2022,183,125,85,0,0,0,2,23.1,33.7,79.61,110,Normal
22/2/2022,166,126,85,0,0,0,1.2,22.5,34.1,71.17,111,Normal
23/2/2022,166,126,85,0,0,0,0.6,23.7,34.7,66.90,114,Normal
24/2/2022,144,124,85,0,0,0,1.2,22.4,34,59.08,108,Normal
25/2/2022,144,123,75,0,0,0,1,23,34.1,60.31,106,Normal
26/2/2022,118,124,75,0,0,0,1.6,23.4,36.4,58.79,104,Normal
27/2/2022,111,121,75,0,0,0,1,23.5,37.2,62.46,112,Normal
28/2/2022,105,118,75,0,,0,0,24,36.9,69.93,115,Normal
1/3/2022,120,116,75,0,0,0,1.6,25.7,37.2,75.54,116,Normal
2/3/2022,122,112,75,0,0,19.6,1.8,26.3,35,81.15,116,Normal
3/3/2022,159,111,75,0,0,0,0.8,26.3,35.9,78.38,114,Normal
4/3/2022,163,108,75,0,0,0,0.8,26.3,36.6,77.36,112,Normal
5/3/2022,173,107,75,0,0,0,1.2,27.1,35.8,80.83,112,Normal
6/3/2022,219,106,75,0,0,0,2,26.9,35.2,78.55,115,Normal
7/3/2022,207,110,75,7.8,8.6,20.8,29.8,24.1,35.3,77.73,110,Normal
8/3/2022,241,113,75,0,0,0,0.8,24,34.5,78.18,106,Normal
9/3/2022,201,114,75,0,0,0,2,25.9,37.4,73.82,104,Normal
10/3/2022,231,113,75,0,0,0,0.6,26.7,35.6,76.91,100,Normal
11/3/2022,196,112,75,0,0,0,0.4,26.7,37.1,76.46,102,Normal
12/3/2022,193,110,75,0,0,0,1.4,27.1,37.5,76.03,102,Normal
13/3/2022,161,108,75,0,0,0,0,27.6,38.2,76.73,100,Normal
14/3/2022,148,107,75,0,0,0,1.4,27.8,36.4,78.53,105,Normal
15/3/2022,144,104,75,0,0,0,0.6,27.1,36.8,78.38,107,Normal
16/3/2022,122,102,70,0,0,0,1,27.2,35.6,78.13,107,Normal
17/3/2022,127,99,70,0,0,0,3,26.8,36.1,76.83,104,Normal
18/3/2022,118,104,70,0,0,32.7,2.4,26.3,34.9,81.59,102,Normal
19/3/2022,,,,0,0,0,1.4,25.4,36.4,77.37,,Normal
20/3/2022,120,112,65,9,5,2.3,6.6,25.2,34.2,79.69,100,Normal
21/3/2022,120,118,65,13,3.2,8.5,2.2,24.4,33,85.50,98,Normal
22/3/2022,122,121,65,13,0.4,9.2,6.2,26.7,33.2,82.59,97,Normal
23/3/2022,132,139,65,0,0,1.8,2.4,26.3,35.2,79.84,95,Normal
24/3/2022,161,149,65,0,0,0,1,25.9,32.2,83.30,92,Normal
25/3/2022,173,157,65,0,0,5.4,3.4,26.3,33.1,84.00,90,Normal
26/3/2022,168,158,65,0,0,0,2,26.6,36.9,77.71,90,Normal
27/3/2022,,,,0,0,0,1.8,27.3,36.9,78.39,,Normal
28/3/2022,154,138,70,0,0,0.2,4,27.9,36.4,78.23,98,Normal
29/3/2022,135,125,65,0,0,0,2,27.4,35,74.20,100,Normal
30/3/2022,120,119,65,0,0,0,3.4,25.9,34.9,76.70,95,Normal
31/3/2022,115,117,65,1,,0,0,26.7,38.7,71.69,92,Normal
1/4/2022,115,117,65,0,0,0,1,27.7,36.7,70.26,90,Normal
2/4/2022,91,116,65,0,0,1.5,1.6,22.6,29.6,69.39,90,Normal
3/4/2022,99,122,65,0.4,0.6,0.4,4.4,18.6,27.5,76.30,89,Normal
4/4/2022,105,122,65,0,0,0,1.6,22.6,34.1,61.65,89,Normal
5/4/2022,115,119,65,0,0,0,1.6,25.3,36.6,60.21,97,Normal
6/4/2022,120,121,65,0,0,0,1.4,25.8,38.5,62.79,91,Normal
7/4/2022,120,125,65,0,0,0,1.8,27.7,34.5,62.79,87,Normal
8/4/2022,130,133,65,0,0,0,1.6,25,36.2,56.55,89,Normal
9/4/2022,95,135,65,0,0,0,1.6,24.9,37.4,60.81,90,Normal
10/4/2022,69,129,65,0,,0,0,26.5,36.9,67.59,90,Normal
11/4/2022,57,122,65,0,0,0,1.6,27.2,35.7,76.82,92,Normal
12/4/2022,59,121,65,0,0,0,1,27.6,36.6,75.34,95,Normal
13/4/2022,58,121,65,0,0,0,0.4,27.5,37.6,70.07,95,Normal
14/4/2022,77,124,55,0,0,0,0.2,27.2,37.8,68.08,98,Normal
15/4/2022,107,127,55,0,0,0,1.4,27.4,37.4,65.75,94,Normal
16/4/2022,113,125,65,0,0,0,1,28.1,38.6,68.07,90,Normal
17/4/2022,140,120,65,0,36.8,0.01,30,25.6,36.5,80.42,94,Normal
18/4/2022,146,113,65,15.2,,4.2,15,25.5,35.9,78.94,94,Normal
19/4/2022,154,112,65,5.6,3.4,24,14,25.2,34.4,81.09,96,Normal
20/4/2022,157,110,65,0,11.2,0,1.6,26.3,36.4,80.18,97,Normal
21/4/2022,159,112,65,0,0,0,4.2,26.7,35.2,79.05,97,Normal
22/4/2022,148,110,65,0.4,5.2,1.5,2.6,26.1,35.6,79.53,95,Normal
23/4/2022,166,117,65,0,0,0,5.4,27.1,34.8,77.86,94,Normal
24/4/2022,137,130,65,0,0,0,1.6,27.4,37.4,76.34,94,Normal
25/4/2022,144,140,65,0,0,0,6.4,27.1,35.3,78.42,91,Normal
26/4/2022,132,139,65,0,0,0,2.2,27.8,36.9,76.92,90,Normal
27/4/2022,130,132,65,0,0,0,1.6,28.3,39.1,73.46,90,Normal
28/4/2022,127,128,65,12.8,20.8,35,47,23.2,37.1,82.36,93,Normal
29/4/2022,144,126,65,0,0,0,2,24.1,36.1,84.29,92,Normal
30/4/2022,115,123,65,0,,0,0,27.6,37.4,78.01,92,Normal
1/5/2022,122,137,65,1.4,9.2,2.3,31,24.7,33.7,86.63,93,Normal
2/5/2022,152,145,65,0.2,0,0,1.8,24.2,30.8,79.54,90,Normal
3/5/2022,168,143,65,0,0,0,1.2,22.8,27.5,74.11,92,Normal
4/5/2022,190,143,65,0,0,0,2.4,22.9,29.6,75.78,91,Normal
5/5/2022,190,139,65,0,0,0,2,24.7,34.6,72.71,91,Normal
6/5/2022,170,121,65,0.2,20.8,0,3.6,27,35.6,80.42,93,Normal
7/5/2022,173,110,65,13.8,17.2,9,3.8,25.9,35.2,90.87,93,Normal
8/5/2022,178,103,65,1,0.6,4.8,2.2,26.2,34.6,89.34,94,Normal
9/5/2022,168,99,65,0.4,1.8,6,3.6,26.8,35.6,85.78,94,Normal
10/5/2022,245,111,65,18.6,1.8,13.6,40,25.6,32.4,87.27,92,Normal
11/5/2022,157,131,65,0,0,6,6.2,26.8,33.2,84.57,95,Normal
12/5/2022,152,146,65,0,0,0.2,2.4,26.8,34.6,80.81,95,Normal
13/5/2022,132,152,65,0,0.2,0,2.2,27.2,34.7,78.95,91,Normal
14/5/2022,109,157,65,0,0,0,3,28,34.4,76.10,90,Normal
15/5/2022,97,165,65,0,0,0,2,28.6,35.9,78.07,92,Normal
16/5/2022,78,163,65,0,0,0,2.6,26.7,35.8,80.58,92,Normal
17/5/2022,81,150,65,147.2,59,28.1,97.6,24.7,34.6,79.97,98,Normal
18/5/2022,95,131,65,10,1.2,0.4,3.8,24.7,33.5,87.56,97,Normal
19/5/2022,163,113,65,9.4,7.2,10.6,8.4,26.4,32.9,84.38,100,Normal
20/5/2022,306,157,65,0,0,0.1,2.6,27.3,33.9,79.37,102,Normal
21/5/2022,390,264,127,3,2,3.3,6.4,26.9,32.1,81.85,104,Normal
22/5/2022,415,328,400,0,0,0,2,26.3,31.3,81.69,116,Normal
23/5/2022,339,340,591,0,0,0,3.8,26.7,33.9,75.98,198,Normal
24/5/2022,290,331,651,0,12.8,2,7.2,27.5,32.9,80.07,291,Normal
25/5/2022,190,318,595,3.4,1.2,0,2.6,26.1,33.3,81.45,372,Normal
26/5/2022,168,300,400,0,0,0,3.2,26.2,34.6,78.65,411,Normal
27/5/2022,196,280,176,0,0,2.2,3.2,27.1,34.4,76.60,498,Normal
28/5/2022,144,263,236,0,0,0,3.2,27.2,34.3,77.28,556,Normal
29/5/2022,113,245,195,0,0,0,2.6,26.7,34,76.00,566,Normal
30/5/2022,93,235,129,0.8,0,1,2.2,26.4,34,76.14,512,Normal
31/5/2022,90,227,106,1,,0,0.8,27.6,34.8,78.26,322,Normal
1/6/2022,86,216,65,0,0,0,3,27.1,35.5,77.65,212,Normal
2/6/2022,83,199,65,0,20.4,0,4,27.6,36.4,77.04,157,Normal
3/6/2022,81,176,65,13.8,,3,12.4,24.1,32,87.13,102,Normal
4/6/2022,66,150,65,6,,5.4,1.8,25.1,33.3,84.24,100,Normal
5/6/2022,66,133,65,4,4.8,7.6,6,25.1,34.3,83.83,96,Normal
6/6/2022,127,143,65,0,0,0,2.6,24.9,33,81.57,65,Normal
7/6/2022,193,169,65,0,0,0,4.2,26.4,32.1,76.14,96,Normal
8/6/2022,201,179,65,0,0,0,4.2,26.9,33.4,76.39,94,Normal
9/6/2022,204,182,65,0,4.6,2.4,5.2,24.6,34.4,80.90,98,Normal
10/6/2022,219,181,67,0,0,0,3,25.8,34.9,82.39,98,Normal
11/6/2022,216,182,81,0,0,0,4,27,34.6,75.60,95,Normal
12/6/2022,204,181,99,0.2,0,1.4,2.2,27.4,34.3,77.15,100,Normal
13/6/2022,216,182,101,0,0,0,2.6,27.7,33.6,80.39,106,Normal
14/6/2022,248,184,108,0,0,0,3,27.3,33.4,80.39,110,Normal
15/6/2022,231,187,116,0,0,0,5.8,27.8,35,81.40,115,Normal
16/6/2022,235,183,120,0,1.6,3,25.8,25.1,33.4,83.91,112,Normal
17/6/2022,248,181,136,0.2,0.8,1.8,4,27.8,35.6,78.12,111,Normal
18/6/2022,199,188,137,0,0,0,3.2,25.1,35.6,78.64,115,Normal
19/6/2022,170,189,130,2.4,17.4,1.1,38.2,25.1,35.9,77.80,118,Normal
20/6/2022,159,182,122,5,17.6,0.2,21,25,35.9,78.12,121,Normal
21/6/2022,125,174,104,5.4,2.6,0.8,3.6,25.2,35.1,81.93,125,Normal
22/6/2022,101,167,86,0,0,0,3.6,25.9,36.3,79.47,122,Normal
23/6/2022,97,168,88,0,0,0,3.2,27.2,33.3,78.42,120,Normal
24/6/2022,86,169,80,0.2,0.8,1,5.8,24.9,35.3,80.58,116,Normal
25/6/2022,95,151,80,0,0,0,3.8,25.2,34.4,81.10,110,Normal
26/6/2022,140,145,80,0,0,9.3,4,27.2,33.2,82.52,104,Normal
27/6/2022,148,145,70,0,3.8,2.2,5.8,25.6,32.2,85.89,100,Normal
28/6/2022,157,135,70,0,0,0,3.6,26.5,33.6,80.83,98,Normal
29/6/2022,144,144,70,0,0,0,3.2,26.6,34.8,80.05,95,Normal
30/6/2022,190,145,70,23.6,0,0,22.2,24.3,34.4,81.58,95,Normal
1/7/2022,199,141,70,0,0,0,1.6,27,33.1,81.96,98,Normal
2/7/2022,173,129,70,29,31.6,2.4,29.2,23.8,34.2,84.00,96,Normal
